Configuration,Rule Source,Sarif Identifier,Alerts
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/tainted-format-string,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/template-object-injection,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/template-syntax-in-string-literal,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/trivial-conditional,8
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/type-confusion-through-parameter-tampering,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unbound-event-handler-receiver,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unclear-operator-precedence,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unknown-directive,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unnecessary-use-of-cat,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unneeded-defensive-code,2
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unreachable-method-overloads,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unreachable-statement,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unsafe-code-construction,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unsafe-deserialization,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unsafe-dynamic-method-access,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unsafe-html-expansion,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unsafe-jquery-plugin,1
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unused-index-variable,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unused-local-variable,571
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unused-loop-variable,2
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/unvalidated-dynamic-method-call,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/use-before-declaration,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/use-of-returnless-function,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/useless-assignment-in-return,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/useless-assignment-to-local,6
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/useless-assignment-to-property,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/useless-comparison-test,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/useless-expression,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/useless-regexp-character-escape,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/useless-type-test,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/user-controlled-bypass,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/variable-initialization-conflict,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/variable-use-in-temporal-dead-zone,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/vue/arrow-method-on-vue-instance,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/weak-cryptographic-algorithm,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/whitespace-contradicts-precedence,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/with-statement,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/xml-bomb,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/xpath-injection,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/xss,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/xss-through-dom,1
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/xss-through-exception,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/xxe,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/yield-outside-generator,0
.github/workflows/security-pipeline.yml:sast/language:javascript,codeql/javascript-queries (2.1.2+aa3000df1310b332ba1c84afec3bacb0aeb4dbbd),js/zipslip,0
